,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
184,유강남,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13,2,82,21,,,,,,,,,,2019,C,1992-07-15
185,김강민,3.35,105,397,352,39,106,22,3,10,164,55,10,6,36,4,2,54,10,,,,,,,,,,2013,CF,1982-09-13
186,이범호,3.35,122,516,436,56,108,17,0,24,197,73,0,2,62,9,3,79,18,,,,,,,,,,2013,3B,1981-11-25
187,이원석,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,,,,,,,,,,2018,3B,1986-10-21
188,이범호,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16,1,91,16,,,,,,,,,,2015,3B,1981-11-25
189,김상수,3.32,128,476,406,53,113,16,4,2,143,47,29,7,47,7,1,61,7,,,,,,,,,,2011,SS,1990-03-23
190,정훈,3.32,124,558,477,89,140,27,7,3,190,58,8,4,62,11,0,105,10,,,,,,,,,,2014,2B,1987-07-18
191,최정,3.32,82,361,308,65,94,20,0,14,156,76,7,2,37,12,0,69,9,,,,,,,,,,2014,3B,1987-02-28
192,홍성흔,3.31,124,521,447,63,141,19,1,20,222,82,5,3,64,4,0,79,13,,,,,,,,,,2014,DH,1977-02-28
193,전준우,3.31,128,537,455,65,125,25,1,7,173,66,19,8,65,5,0,77,15,,,,,,,,,,2013,CF,1986-02-25
194,박석민,3.31,112,444,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,,,,,,,,,,2019,3B,1985-06-22
195,정수빈,3.30,128,507,431,79,132,18,7,6,182,49,32,5,41,11,1,68,8,,,,,,,,,,2014,CF,1990-10-07
196,유한준,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,,,,,,,,,,2016,RF,1981-07-01
197,오재원,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2,0,119,13,,,,,,,,,,2018,2B,1985-02-09
198,박정권,3.28,110,434,363,56,106,20,1,18,182,70,4,4,64,1,5,79,5,,,,,,,,,,2013,1B,1981-07-21
199,안치홍,3.28,115,433,378,54,119,21,4,5,163,46,9,4,33,3,1,55,13,,,,,,,,,,2011,2B,1990-07-02
200,터커,3.25,95,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,,,,,,,,,,2019,RF,1990-07-06
201,김재호,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,,,,,,,,,,2016,SS,1985-03-21
202,안치홍,3.24,133,537,461,79,134,21,3,8,185,50,18,5,49,7,1,96,12,,,,,,,,,,2010,2B,1990-07-02
203,최정,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,,,,,,,,,,2015,3B,1987-02-28
204,모창민,3.22,108,436,395,57,109,24,3,12,175,51,16,3,37,1,0,68,11,,,,,,,,,,2013,3B,1985-05-08
205,김동주,3.21,110,470,387,60,114,22,0,20,196,67,0,1,67,10,4,45,15,,,,,,,,,,2010,DH,1976-02-03
206,최형우,3.21,125,531,461,51,125,27,1,14,196,77,2,1,55,5,3,76,20,,,,,,,,,,2012,LF,1983-12-16
207,박정권,3.20,120,499,452,81,140,33,2,27,258,109,7,9,41,2,2,106,6,,,,,,,,,,2014,1B,1981-07-21
208,정근우,3.20,112,476,407,64,114,19,3,9,166,35,28,11,50,7,6,48,6,,,,,,,,,,2013,2B,1982-10-02
209,박해민,3.20,144,649,576,114,172,30,10,9,249,68,36,10,56,3,0,99,9,,,,,,,,,,2018,CF,1990-02-24
210,에반스,3.20,138,581,514,82,152,19,0,27,252,90,2,0,61,3,0,114,15,,,,,,,,,,2017,DH,1986-01-30
211,나지완,3.17,124,480,398,40,109,17,1,11,161,56,7,3,56,13,4,93,9,,,,,,,,,,2012,LF,1985-05-19
212,채은성,3.16,128,513,469,59,148,18,1,12,204,72,2,2,24,12,1,66,9,,,,,,,,,,2019,RF,1990-02-06
213,김상수,3.16,128,493,427,74,123,20,8,5,174,63,53,6,41,7,1,77,7,,,,,,,,,,2014,SS,1990-03-23
214,전준우,3.14,114,394,350,56,101,14,2,19,176,57,16,7,26,8,0,89,7,,,,,,,,,,2010,CF,1986-02-25
215,정근우,2.93,127,534,467,53,124,13,4,8,169,46,22,12,47,6,3,33,10,12,2,.266,.339,.362,.701,.325,100.5,2.93,2012,2B,1982-10-02
216,박동원,2.92,112,361,317,50,94,15,1,10,141,55,1,0,34,2,0,56,10,7,1,.297,.367,.445,.812,.367,125.2,2.92,2019,C,1990-04-07
217,이병규,2.92,98,401,374,39,130,19,3,5,170,74,2,2,22,2,2,40,10,0,3,.348,.384,.455,.839,.389,132.7,2.92,2013,RF,1974-10-25
218,김재호,2.89,130,470,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,.268,.379,.358,.737,.342,108.2,2.89,2019,SS,1985-03-21
219,오재원,2.89,113,375,308,54,80,14,7,7,129,44,33,11,49,6,2,62,6,7,5,.260,.367,.419,.786,.358,111.1,2.89,2013,2B,1985-02-09
220,김민우,2.88,128,536,447,64,115,20,3,9,168,44,28,6,61,9,0,85,11,16,3,.257,.356,.376,.732,.333,94.2,2.88,2010,3B,1979-03-21
221,허경민,2.88,117,453,404,64,128,20,2,1,155,41,8,3,31,7,0,42,11,8,3,.317,.373,.384,.757,.346,98.9,2.88,2015,3B,1990-08-26
222,김주찬,2.88,118,488,435,62,128,27,3,5,176,39,32,13,30,7,1,48,7,11,5,.294,.346,.405,.751,.344,113.7,2.88,2012,LF,1981-03-25
223,오재일,2.85,123,477,401,69,112,19,2,27,216,80,1,1,60,6,2,121,3,0,10,.279,.373,.539,.912,.384,130.4,2.85,2018,1B,1986-10-29
224,손아섭,2.85,121,487,422,85,129,23,0,11,185,47,6,2,50,1,0,82,2,9,5,.306,.377,.438,.815,.367,116.7,2.85,2010,LF,1988-03-18
225,박한이,2.84,111,463,388,61,118,19,4,1,148,51,4,6,58,1,3,72,8,13,3,.304,.393,.381,.775,.358,123.9,2.84,2012,RF,1979-01-28
226,이성열,2.84,129,484,419,77,110,27,1,24,211,86,6,3,40,13,0,136,6,9,3,.263,.343,.504,.847,.369,118.0,2.84,2010,RF,1984-07-13
227,안치홍,2.84,105,408,362,45,114,18,1,5,149,49,4,2,40,1,1,37,9,0,5,.315,.380,.412,.792,.368,123.3,2.84,2019,2B,1990-07-02
228,조동찬,2.84,94,313,270,40,77,15,2,6,114,39,12,3,28,6,0,68,3,6,2,.285,.363,.422,.785,.361,125.8,2.84,2012,2B,1983-07-27
229,이진영,2.84,106,411,368,41,121,26,1,3,158,62,6,2,37,2,4,42,6,1,3,.329,.390,.429,.820,.381,127.2,2.84,2013,RF,1980-06-15
230,나지완,2.83,118,470,398,64,124,22,0,19,203,79,3,3,54,12,4,97,9,0,6,.312,.404,.510,.914,.403,129.8,2.83,2014,DH,1985-05-19
231,이용규,2.83,100,453,390,74,115,20,1,2,143,22,21,9,44,7,0,37,4,10,2,.295,.375,.367,.741,.349,104.7,2.83,2013,CF,1985-08-26
232,오지환,2.83,144,617,533,93,148,26,2,11,211,71,10,5,59,7,3,146,6,12,6,.278,.354,.396,.750,.329,89.4,2.83,2018,SS,1990-03-12
233,이원석,2.81,85,300,264,40,83,12,0,10,125,39,6,4,29,3,0,49,7,1,3,.314,.385,.473,.858,.395,136.9,2.81,2013,3B,1986-10-21
234,이대수,2.81,118,425,376,36,105,23,4,4,148,48,5,1,27,3,0,57,9,14,5,.279,.329,.394,.722,.327,101.9,2.81,2012,SS,1981-08-21
235,이진영,2.79,105,412,365,39,112,18,0,4,142,55,4,2,44,1,2,41,8,0,2,.307,.381,.389,.770,.366,129.2,2.79,2012,RF,1980-06-15
236,신명철,2.78,125,476,397,56,111,22,1,9,162,57,20,9,56,4,2,82,14,13,6,.280,.369,.408,.777,.349,104.5,2.78,2010,2B,1978-08-06
237,김상수,2.78,132,518,449,67,125,30,4,8,187,63,26,5,43,6,0,56,9,13,7,.278,.345,.416,.761,.335,89.9,2.78,2015,SS,1990-03-23
238,신종길,2.78,104,427,377,55,117,22,5,4,161,50,29,6,30,5,0,86,3,11,4,.310,.365,.427,.792,.360,112.6,2.78,2013,RF,1983-12-31
239,김경언,2.76,107,437,377,58,127,21,1,16,198,78,1,3,50,2,3,89,9,5,3,.337,.414,.525,.940,.411,136.4,2.76,2015,RF,1982-12-07
240,김현수,2.76,122,491,437,47,127,17,1,7,167,65,6,3,46,3,2,50,9,0,5,.291,.359,.382,.741,.350,118.2,2.76,2012,LF,1988-01-12
241,최진행,2.76,106,422,367,39,110,27,0,8,161,53,0,0,50,3,1,86,18,1,1,.300,.387,.439,.826,.386,129.7,2.76,2013,LF,1985-08-17
242,손아섭,2.75,134,568,512,78,151,22,1,10,205,63,12,8,52,1,1,92,6,1,2,.295,.360,.400,.760,.353,113.9,2.75,2019,RF,1988-03-18
243,김주찬,2.75,121,471,429,71,146,23,0,18,223,93,8,1,23,7,5,57,15,2,10,.340,.375,.520,.895,.380,122.1,2.75,2018,1B,1981-03-25
244,김종호,2.74,128,546,465,72,129,12,7,0,155,22,50,14,57,17,1,100,11,6,1,.277,.376,.333,.709,.343,100.7,2.74,2013,LF,1984-05-31
245,박한이,2.74,125,567,472,83,156,22,2,9,209,80,7,6,61,5,1,74,9,24,5,.331,.409,.443,.852,.374,108.8,2.74,2014,RF,1979-01-28
246,손시헌,2.73,110,403,341,36,104,21,2,5,144,39,1,0,38,13,0,48,13,10,1,.305,.394,.422,.817,.371,110.3,2.73,2016,SS,1980-10-19
247,양의지,2.72,97,338,296,40,87,23,1,10,142,46,4,3,24,9,1,34,8,5,4,.294,.360,.480,.840,.366,113.9,2.72,2014,C,1987-06-05
248,오지환,2.72,125,417,352,59,85,13,6,13,149,61,13,2,44,7,0,137,1,7,7,.241,.332,.423,.755,.336,96.0,2.72,2010,SS,1990-03-12
249,홍성흔,2.71,113,443,390,48,114,20,0,15,179,74,4,5,47,2,3,83,10,1,3,.292,.369,.459,.828,.382,140.8,2.71,2012,DH,1977-02-28
250,송광민,2.71,117,473,437,71,143,26,0,13,208,75,2,3,21,3,1,88,11,4,8,.327,.356,.476,.832,.362,108.7,2.71,2017,3B,1983-06-24
251,송지만,2.69,127,432,375,52,109,15,1,17,177,63,5,2,41,8,4,85,5,2,6,.291,.367,.472,.839,.374,121.3,2.69,2010,RF,1973-03-02
252,번즈,2.67,133,505,462,80,124,34,5,23,237,64,5,2,33,9,2,133,8,1,0,.268,.329,.513,.842,.356,103.2,2.67,2018,2B,1990-08-07
253,이재원,2.66,139,502,451,33,121,19,0,12,176,75,1,0,34,9,2,59,16,1,7,.268,.327,.390,.718,.330,95.9,2.66,2019,C,1988-02-24
254,이병규,2.66,103,362,307,57,92,17,1,12,147,53,5,3,44,3,1,58,4,5,3,.300,.389,.479,.868,.388,130.7,2.66,2010,LF,1983-10-09
255,정수빈,2.65,128,476,414,66,118,17,8,1,154,38,31,8,40,11,0,77,5,8,3,.285,.361,.372,.733,.343,105.5,2.65,2011,RF,1990-10-07
256,배영섭,2.64,99,384,340,51,100,15,0,2,121,24,33,8,29,9,1,47,9,4,2,.294,.363,.356,.719,.341,103.9,2.64,2011,CF,1986-06-27
257,오지환,2.62,113,464,397,72,104,20,8,8,164,56,28,12,51,7,2,102,8,6,3,.262,.354,.413,.767,.343,94.6,2.62,2014,SS,1990-03-12
258,이병규,2.62,69,270,223,23,71,17,0,2,94,21,8,3,43,3,0,54,2,1,0,.318,.435,.422,.857,.408,158.9,2.62,2012,1B,1983-10-09
259,민병헌,2.62,129,561,491,80,149,20,2,12,209,75,7,3,50,8,0,74,15,6,6,.303,.373,.426,.799,.360,112.3,2.62,2015,RF,1987-03-10
260,이승엽,2.62,142,623,542,91,164,32,2,27,281,118,5,2,65,8,1,89,7,0,8,.303,.380,.518,.899,.396,123.1,2.62,2016,DH,1976-08-18
261,황재균,2.61,133,504,448,42,122,19,1,4,155,51,26,8,38,5,3,81,10,11,2,.272,.335,.346,.681,.317,94.7,2.61,2012,3B,1987-07-28
262,번즈,2.61,116,468,423,71,128,38,0,15,211,57,10,7,29,11,0,100,18,2,3,.303,.361,.499,.859,.375,116.2,2.61,2017,2B,1990-08-07
263,브라운,2.61,138,539,464,82,121,21,2,28,230,76,5,2,66,7,4,127,12,0,2,.261,.360,.496,.856,.374,118.8,2.61,2015,RF,1984-09-10
264,홍성흔,2.60,127,538,469,61,140,21,0,15,206,72,5,3,57,6,0,93,15,3,3,.299,.379,.439,.819,.381,126.9,2.60,2013,DH,1977-02-28
265,나지완,2.59,85,331,291,41,88,9,0,18,151,66,0,1,35,4,0,63,4,0,1,.302,.384,.519,.903,.412,152.4,2.59,2011,DH,1985-05-19
266,이진영,2.57,104,417,378,56,125,28,0,7,174,50,10,4,32,1,0,40,7,2,4,.331,.381,.460,.841,.382,127.2,2.57,2010,1B,1980-06-15
267,유강남,2.57,118,364,324,43,90,13,0,17,154,66,2,0,14,15,0,72,4,9,2,.278,.335,.475,.811,.346,105.5,2.57,2017,C,1992-07-15
268,김주찬,2.57,98,377,333,66,109,23,2,18,190,62,8,2,23,12,3,58,10,1,8,.327,.383,.571,.954,.408,137.3,2.57,2015,DH,1981-03-25
269,진갑용,2.57,112,331,286,26,78,7,0,10,115,42,1,0,35,3,2,53,10,6,1,.273,.357,.402,.759,.349,109.2,2.57,2011,C,1974-05-08
270,이영욱,2.56,120,479,408,68,111,19,2,4,146,42,30,8,51,7,2,86,4,9,4,.272,.360,.358,.717,.332,93.3,2.56,2010,CF,1985-10-11
271,손시헌,2.56,124,391,349,32,122,17,1,5,156,45,1,0,16,8,1,44,5,13,5,.350,.386,.447,.833,.362,111.1,2.56,2017,SS,1980-10-19
272,김성현,2.56,122,476,398,73,113,20,1,5,150,43,6,3,55,7,0,51,7,10,6,.284,.376,.377,.752,.345,94.8,2.56,2014,SS,1987-03-09
273,김태균,2.56,94,407,356,51,121,22,0,17,194,76,0,0,43,4,7,56,13,0,4,.340,.413,.545,.958,.413,142.3,2.56,2017,DH,1982-05-29
274,이택근,2.55,94,391,345,54,95,20,1,8,141,55,13,8,31,3,2,30,10,6,6,.275,.335,.409,.744,.340,111.1,2.55,2012,CF,1980-07-10
275,김태완,2.54,116,473,370,62,98,13,0,15,156,62,7,6,86,13,3,99,9,0,2,.265,.418,.422,.840,.390,132.2,2.54,2010,DH,1984-01-27
276,이종욱,2.54,134,517,453,73,138,24,4,5,185,57,15,3,54,1,0,73,11,4,5,.305,.376,.408,.785,.361,104.1,2.54,2016,CF,1980-06-18
277,손시헌,2.53,92,351,298,39,84,10,1,4,108,28,2,1,37,9,0,44,9,7,0,.282,.378,.362,.740,.351,110.5,2.53,2011,SS,1980-10-19
278,최주환,2.53,129,452,399,65,120,16,6,7,169,57,3,2,38,9,1,58,10,1,5,.301,.370,.424,.794,.357,108.7,2.53,2017,2B,1988-02-28
279,나성범,2.53,104,458,404,55,98,18,5,14,168,64,12,2,33,15,3,95,7,0,6,.243,.319,.416,.735,.336,96.2,2.53,2013,CF,1989-10-03
280,로하스,2.53,83,367,336,52,101,27,3,18,188,56,5,8,23,5,0,81,6,0,3,.301,.352,.560,.911,.388,124.7,2.53,2017,CF,1990-05-24
281,박경수,2.51,135,528,458,65,120,21,0,25,216,74,4,1,58,9,2,129,16,0,3,.262,.354,.472,.826,.357,104.0,2.51,2018,2B,1984-03-31
282,장성호,2.50,130,501,429,57,113,28,0,9,168,52,2,3,67,2,1,63,11,1,2,.263,.364,.392,.756,.358,123.2,2.50,2012,1B,1977-10-18
283,이창진,2.50,133,470,400,57,108,25,1,6,153,48,8,8,57,4,0,92,8,4,5,.270,.363,.383,.745,.347,108.8,2.50,2019,CF,1991-03-04
284,김문호,2.47,140,599,526,77,171,28,3,7,226,70,12,15,62,6,1,70,15,3,2,.325,.401,.430,.831,.384,117.0,2.47,2016,LF,1987-06-22
285,정의윤,2.46,91,297,259,38,83,14,0,14,139,51,5,0,26,9,0,46,6,0,3,.320,.397,.537,.934,.411,145.6,2.46,2015,DH,1986-07-25
286,이택근,2.46,105,401,347,61,113,16,1,10,161,44,11,6,44,3,4,53,8,3,4,.326,.402,.464,.866,.386,122.6,2.46,2015,CF,1980-07-10
287,이성열,2.45,129,476,414,60,106,21,1,21,192,85,8,4,48,9,1,114,7,1,4,.256,.343,.464,.807,.364,124.7,2.45,2019,RF,1984-07-13
288,이명기,2.45,139,547,484,62,142,17,3,2,171,35,14,4,48,4,2,66,12,7,4,.293,.359,.353,.713,.332,98.5,2.45,2019,RF,1987-12-26
289,필,2.44,143,591,536,81,174,35,1,22,277,101,14,10,43,3,6,74,12,0,9,.325,.372,.517,.889,.387,123.8,2.44,2015,1B,1984-09-09
290,최준석,2.44,121,460,371,54,106,13,0,23,188,90,1,0,81,2,3,88,14,0,6,.286,.411,.507,.918,.405,128.0,2.44,2014,DH,1983-02-15
291,허경민,2.44,133,540,475,71,137,25,1,4,176,60,11,5,34,17,2,36,16,3,11,.288,.350,.371,.721,.334,102.4,2.44,2019,3B,1990-08-26
292,김민성,2.44,118,489,445,60,135,24,0,16,207,71,1,1,31,8,1,62,15,2,3,.303,.357,.465,.823,.365,108.2,2.44,2015,3B,1988-12-17
293,손시헌,2.42,128,499,433,51,118,19,1,8,163,62,0,2,46,7,2,64,12,10,3,.273,.350,.376,.726,.331,93.0,2.42,2010,SS,1980-10-19
294,배영섭,2.42,122,479,412,64,101,15,2,2,126,34,27,6,48,9,0,69,4,7,3,.245,.335,.306,.641,.308,88.8,2.42,2012,CF,1986-06-27
295,권희동,2.42,141,554,472,72,135,20,2,19,216,86,3,3,51,17,1,90,12,7,7,.286,.371,.458,.829,.363,110.9,2.42,2017,LF,1990-12-30
296,이승엽,2.42,127,548,506,83,156,30,0,32,282,101,5,1,40,0,3,77,10,0,2,.308,.358,.557,.915,.393,118.3,2.42,2014,DH,1976-08-18
297,이명기,2.41,137,582,521,88,164,30,2,3,207,35,22,10,35,11,0,86,7,11,4,.315,.368,.397,.765,.347,102.3,2.41,2015,LF,1987-12-26
298,이범호,2.41,105,406,350,47,94,23,0,19,174,82,2,2,41,11,1,89,9,0,4,.269,.360,.497,.857,.375,111.8,2.41,2014,3B,1981-11-25
299,이천웅,2.41,112,405,359,61,122,22,3,2,156,39,10,10,39,3,2,48,11,2,2,.340,.407,.435,.842,.377,119.7,2.41,2018,LF,1988-10-20
300,이호준,2.40,126,508,442,46,123,25,1,20,210,87,2,3,60,1,3,109,8,0,5,.278,.362,.475,.837,.381,126.9,2.40,2013,DH,1976-02-08
301,알드리지,2.40,117,480,414,55,98,20,1,20,180,73,6,2,59,2,2,139,5,0,5,.237,.331,.435,.766,.351,110.6,2.40,2011,LF,1979-06-13
302,정상호,2.40,112,401,366,40,95,19,0,11,147,50,0,2,22,8,1,96,10,3,2,.260,.314,.402,.716,.329,95.9,2.40,2011,C,1982-12-24
303,장민석,2.40,119,493,435,60,123,16,10,1,162,47,41,14,41,1,0,74,6,12,4,.283,.343,.372,.715,.325,88.7,2.40,2010,CF,1982-05-09
304,가르시아,2.40,118,485,429,73,108,16,1,26,204,83,3,0,49,2,1,123,4,0,5,.252,.328,.476,.803,.356,109.3,2.40,2010,RF,1975-10-29
305,김주찬,2.40,86,371,321,58,100,12,3,6,136,40,25,10,27,7,0,38,4,12,4,.312,.373,.424,.797,.361,117.3,2.40,2011,LF,1981-03-25
306,노진혁,2.39,110,390,348,51,92,23,2,13,158,43,0,1,31,2,2,80,7,6,3,.264,.326,.454,.780,.345,107.2,2.39,2019,SS,1989-07-15
307,최진행,2.38,109,410,333,55,97,17,0,18,168,64,0,3,65,4,6,101,9,5,3,.291,.410,.505,.914,.397,128.2,2.38,2015,LF,1985-08-17
308,필,2.37,92,389,362,64,112,27,0,19,196,66,10,1,22,3,1,65,10,0,2,.309,.352,.541,.894,.386,119.8,2.37,2014,1B,1984-09-09
309,고종욱,2.36,133,566,527,92,176,22,9,8,240,72,28,14,28,5,1,103,10,1,5,.334,.370,.455,.825,.373,105.4,2.36,2016,LF,1989-01-11
310,이택근,2.36,91,388,337,66,102,17,1,14,163,50,14,6,38,4,3,55,10,6,3,.303,.377,.484,.861,.380,125.7,2.36,2010,1B,1980-07-10
311,나지완,2.35,114,379,317,50,86,18,0,26,182,78,0,0,38,19,2,81,14,0,5,.271,.377,.574,.951,.397,134.3,2.35,2018,DH,1985-05-19
312,박용택,2.35,115,450,414,57,125,21,1,15,193,64,13,3,26,5,4,71,8,1,4,.302,.347,.466,.814,.370,123.6,2.35,2011,DH,1979-04-21
313,김주찬,2.35,122,478,440,78,136,39,2,12,215,70,9,2,31,4,0,59,17,2,1,.309,.359,.489,.848,.372,116.0,2.35,2017,1B,1981-03-25
314,이대형,2.34,126,505,461,75,149,15,9,1,185,40,22,15,35,2,2,57,5,5,2,.323,.372,.401,.773,.353,95.5,2.34,2014,CF,1983-07-19
315,서건창,2.34,113,486,426,67,128,23,3,2,163,41,17,3,49,3,1,50,5,3,5,.300,.373,.383,.755,.352,112.6,,2019,2B,1989-08-22
316,이명기,2.33,115,512,464,79,154,24,4,9,213,63,8,7,28,3,0,57,2,14,3,.332,.372,.459,.831,.361,108.7,,2017,RF,1987-12-26
317,최준석,2.31,124,485,421,49,114,26,0,15,185,75,0,1,56,1,1,104,11,2,5,.271,.354,.439,.794,.365,120.2,,2011,1B,1983-02-15
318,김선빈,2.30,121,447,394,55,115,22,0,3,146,40,5,4,43,1,0,26,7,5,4,.292,.360,.371,.730,.340,104.6,,2019,SS,1989-12-18
319,윤석민,2.29,109,320,289,25,84,9,2,10,127,48,2,1,18,2,0,54,12,3,8,.291,.328,.439,.768,.350,118.0,,2012,3B,1985-09-04
320,정수빈,2.29,128,570,491,79,145,27,7,2,192,59,15,9,43,11,1,70,9,19,6,.295,.361,.391,.752,.334,91.2,,2015,CF,1990-10-07
321,채태인,2.29,124,541,492,69,156,38,1,14,238,99,1,0,41,2,1,91,8,0,6,.317,.368,.484,.852,.378,109.7,,2014,1B,1982-10-11
322,김성현,2.29,138,530,479,66,153,28,0,8,205,65,3,3,33,6,0,37,13,5,7,.319,.366,.428,.794,.360,100.8,,2016,2B,1987-03-09
323,김선빈,2.28,88,363,310,51,93,12,0,1,108,29,28,14,39,2,0,26,10,8,4,.300,.378,.348,.726,.344,101.1,,2013,SS,1989-12-18
324,마르테,2.27,91,381,325,52,86,16,0,22,168,74,0,0,50,1,0,51,12,0,5,.265,.360,.517,.877,.382,113.9,,2016,3B,1983-10-21
325,김선빈,2.27,115,406,348,40,102,14,2,1,123,28,23,7,34,6,0,44,5,14,4,.293,.362,.353,.716,.328,90.5,,2010,SS,1989-12-18
326,스나이더,2.26,113,487,431,88,121,26,1,26,227,71,4,2,37,11,0,135,2,3,5,.281,.349,.527,.876,.377,115.3,,2015,RF,1982-05-25
327,진갑용,2.26,100,320,259,36,68,8,0,10,106,28,0,0,45,2,2,57,7,13,1,.263,.375,.409,.784,.348,103.8,,2010,C,1974-05-08
328,김민성,2.26,133,530,472,59,133,26,1,15,206,78,0,1,43,7,2,93,15,0,8,.282,.345,.436,.782,.345,98.6,,2017,3B,1988-12-17
329,고종욱,2.26,137,513,492,76,159,25,7,3,207,56,31,10,18,1,1,89,5,0,2,.323,.347,.421,.768,.353,115.5,,2019,LF,1989-01-11
330,전준우,2.24,113,470,415,69,121,23,2,14,190,66,7,4,34,9,0,71,10,9,3,.292,.356,.458,.814,.357,97.8,,2014,CF,1986-02-25
331,조인성,2.24,104,307,284,32,77,13,0,9,117,40,0,1,16,2,1,60,5,3,2,.271,.313,.412,.725,.333,106.4,,2012,C,1975-05-25
332,이범호,2.23,101,380,332,41,93,7,0,20,160,69,1,0,42,4,4,59,12,0,2,.280,.366,.482,.848,.365,112.5,,2018,3B,1981-11-25
333,박해민,2.22,144,638,570,96,162,25,8,7,224,54,40,12,50,1,0,78,6,8,9,.284,.338,.393,.731,.325,85.6,,2017,CF,1990-02-24
334,유한준,2.22,121,511,447,64,129,23,2,3,165,54,4,3,52,4,3,63,11,4,4,.289,.365,.369,.734,.345,106.8,,2011,RF,1981-07-01
335,박경수,2.21,136,489,420,43,104,24,0,10,158,65,0,1,55,4,1,102,14,4,6,.248,.336,.376,.712,.329,98.4,,2019,2B,1984-03-31
336,박진만,2.21,100,340,282,42,79,18,0,6,115,39,6,5,34,5,2,44,6,15,4,.280,.363,.408,.771,.344,105.7,,2011,SS,1976-11-30
337,김강민,2.19,115,422,366,59,109,21,0,10,160,47,12,5,32,12,2,89,5,10,2,.298,.371,.437,.809,.360,100.7,,2016,CF,1982-09-13
338,고메즈,2.19,117,492,456,74,129,31,0,21,223,62,16,8,25,5,2,87,11,2,4,.283,.325,.489,.814,.353,95.5,,2016,SS,1988-03-05
339,박해민,2.19,141,641,564,109,169,26,12,4,231,61,52,15,49,3,2,87,6,22,3,.300,.357,.410,.767,.339,86.5,,2016,CF,1990-02-24
340,이대형,2.18,140,616,546,86,165,23,3,0,194,37,44,14,53,6,0,92,5,10,1,.302,.370,.355,.725,.337,88.9,,2015,CF,1983-07-19
341,양의지,2.18,114,367,311,37,77,19,0,7,117,57,6,1,36,8,1,50,11,9,3,.248,.338,.376,.714,.329,90.9,,2013,C,1987-06-05
342,김재호,2.17,91,331,283,34,83,18,1,7,124,50,7,1,36,3,1,52,6,2,7,.293,.371,.438,.809,.358,111.2,,2017,SS,1985-03-21
343,김주형,2.17,135,387,345,43,97,16,1,19,172,49,1,2,34,6,0,55,9,1,1,.281,.355,.499,.854,.376,110.4,,2016,SS,1985-12-15
344,차일목,2.16,91,250,198,30,51,11,0,7,83,35,1,1,39,6,1,53,8,4,3,.258,.390,.419,.809,.369,117.9,,2010,C,1981-01-26
345,김성현,2.15,129,449,397,49,118,20,0,8,162,48,1,4,31,7,0,42,14,12,2,.297,.357,.408,.765,.341,97.3,,2015,SS,1987-03-09
346,임병욱,2.14,134,447,423,76,124,29,3,13,198,60,16,3,22,0,1,119,6,0,2,.293,.327,.468,.795,.342,96.3,,2018,CF,1995-09-30
347,이성열,2.14,81,318,280,41,86,16,1,21,167,65,3,0,19,9,0,80,0,4,5,.307,.364,.596,.961,.399,131.4,,2017,LF,1984-07-13
348,오지환,2.14,107,390,334,47,91,13,4,8,136,39,10,5,45,5,2,105,8,1,5,.272,.363,.407,.770,.346,101.2,,2017,SS,1990-03-12
349,홍성흔,2.13,132,535,474,70,145,24,2,6,191,67,2,5,53,3,0,80,22,0,5,.306,.376,.403,.779,.368,121.6,,2011,DH,1977-02-28
350,필,2.12,132,544,499,71,156,37,1,20,255,86,10,3,33,5,0,70,16,0,7,.313,.357,.511,.868,.382,113.9,,2016,1B,1984-09-09
351,정현석,2.12,121,403,356,47,102,15,1,4,131,27,4,5,37,7,1,64,14,3,0,.287,.365,.368,.733,.349,104.4,,2013,CF,1984-03-01
352,한동민,2.11,125,502,427,52,113,20,0,12,169,52,0,1,55,20,4,100,6,0,0,.265,.375,.396,.770,.361,116.9,,2019,RF,1989-08-09
353,초이스,2.10,46,201,176,37,54,8,1,17,115,42,0,0,17,7,0,49,5,0,1,.307,.388,.653,1.042,.436,163.8,,2017,RF,1989-11-10
354,김선빈,2.10,127,492,424,73,125,17,2,4,158,49,4,1,48,9,1,42,10,6,5,.295,.375,.373,.747,.339,94.5,,2018,SS,1989-12-18
355,강백호,2.10,138,585,527,108,153,32,2,29,276,84,3,5,52,3,0,124,4,0,3,.290,.356,.524,.879,.375,115.3,,2018,LF,1999-07-29
356,김상현,2.08,101,405,357,38,91,15,0,14,148,64,8,0,37,9,1,83,12,0,2,.255,.338,.415,.753,.350,110.2,,2011,LF,1980-11-12
