,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일
144,황재균,4.05,124,506,447,78,127,16,3,20,209,67,10,7,52,2.0,2.0,70.0,10.0,0.0,5.0,0.284,0.358,0.46799999999999997,0.825,0.373,130.2,4.05,2019,3B,1987-07-28
145,김강민,4.05,113,483,430,86,130,29,3,16,213,82,32,5,43,4.0,0.0,91.0,12.0,2.0,4.0,0.302,0.368,0.495,0.863,0.38,117.3,4.05,2014,CF,1982-09-13
146,이재원,4.04,120,484,412,48,139,30,2,12,209,83,3,0,49,12.0,7.0,66.0,14.0,0.0,11.0,0.337,0.413,0.507,0.9209999999999999,0.405,134.3,4.04,2014,DH,1988-02-24
147,박경수,4.04,121,476,402,64,126,22,1,20,210,80,3,1,65,5.0,2.0,80.0,9.0,0.0,4.0,0.313,0.41200000000000003,0.522,0.934,0.415,135.0,4.04,2016,2B,1984-03-31
148,오재일,4.03,105,455,380,69,120,20,2,27,225,92,1,0,64,2.0,2.0,73.0,5.0,2.0,7.0,0.316,0.41100000000000003,0.5920000000000001,1.003,0.43,154.4,4.03,2016,1B,1986-10-29
150,황재균,4.01,144,596,534,95,155,41,2,26,278,97,11,10,48,4.0,1.0,122.0,14.0,4.0,6.0,0.29,0.35,0.521,0.87,0.375,115.4,4.01,2015,3B,1987-07-28
151,이천웅,3.98,138,613,546,88,168,24,3,2,204,48,21,10,57,5.0,1.0,82.0,13.0,4.0,1.0,0.308,0.37799999999999995,0.374,0.7509999999999999,0.353,114.3,3.98,2019,CF,1988-10-20
152,황재균,3.98,128,550,486,66,156,33,3,12,231,76,17,10,53,3.0,0.0,86.0,8.0,4.0,4.0,0.321,0.38799999999999996,0.475,0.8640000000000001,0.386,117.4,3.98,2014,3B,1987-07-28
153,정성훈,3.96,112,455,383,71,126,25,1,13,192,59,10,2,59,7.0,2.0,56.0,13.0,2.0,4.0,0.32899999999999996,0.424,0.501,0.925,0.413,144.4,3.96,2014,1B,1980-06-27
154,구자욱,3.96,108,495,428,105,147,19,13,14,234,77,10,5,55,5.0,1.0,68.0,4.0,2.0,5.0,0.34299999999999997,0.42,0.547,0.9670000000000001,0.42700000000000005,142.5,3.96,2016,1B,1993-02-12
155,박정권,3.94,124,505,431,76,132,19,4,18,213,76,17,5,63,5.0,8.0,89.0,7.0,2.0,4.0,0.306,0.39799999999999996,0.494,0.892,0.396,136.6,3.94,2010,1B,1981-07-21
156,나지완,3.94,118,486,380,84,117,21,2,25,217,90,6,3,85,17.0,1.0,90.0,8.0,0.0,4.0,0.308,0.451,0.5710000000000001,1.022,0.45,158.0,3.94,2016,DH,1985-05-19
158,이종욱,3.92,110,456,401,77,123,23,6,6,176,52,30,7,38,3.0,1.0,57.0,6.0,12.0,2.0,0.307,0.369,0.439,0.8079999999999999,0.366,116.6,3.92,2013,CF,1980-06-18
159,오지환,3.91,124,514,441,81,113,20,8,9,176,47,30,7,54,9.0,0.0,113.0,7.0,7.0,3.0,0.256,0.34700000000000003,0.39899999999999997,0.746,0.34600000000000003,102.6,3.91,2013,SS,1990-03-12
160,구자욱,3.91,116,529,478,100,159,26,5,20,255,84,10,0,43,5.0,2.0,110.0,4.0,1.0,2.0,0.33299999999999996,0.392,0.5329999999999999,0.9259999999999999,0.39799999999999996,131.9,3.91,2018,RF,1993-02-12
161,오재일,3.88,128,466,412,62,126,27,0,26,231,89,1,1,45,5.0,0.0,80.0,5.0,1.0,3.0,0.306,0.379,0.561,0.9390000000000001,0.40299999999999997,146.4,3.88,2017,1B,1986-10-29
162,김선빈,3.88,126,532,441,63,124,19,2,5,162,55,30,12,58,2.0,0.0,48.0,9.0,25.0,6.0,0.281,0.363,0.36700000000000005,0.73,0.332,105.8,3.88,2012,SS,1989-12-18
163,최준석,3.86,127,482,424,63,136,26,1,22,230,82,0,5,50,5.0,5.0,83.0,17.0,1.0,2.0,0.321,0.397,0.542,0.94,0.415,149.4,3.86,2010,1B,1983-02-15
164,박용택,3.85,128,533,487,66,159,28,2,18,245,83,11,4,34,4.0,1.0,73.0,12.0,1.0,7.0,0.326,0.37,0.503,0.873,0.384,131.3,3.85,2015,LF,1979-04-21
165,이대호,3.84,144,604,543,81,181,30,0,37,322,125,0,1,43,14.0,7.0,75.0,18.0,0.0,4.0,0.33299999999999996,0.39399999999999996,0.593,0.987,0.415,142.3,3.84,2018,DH,1982-06-21
166,이용규,3.84,129,555,472,74,145,19,1,3,175,51,25,12,64,9.0,2.0,50.0,10.0,7.0,3.0,0.307,0.39799999999999996,0.371,0.769,0.361,112.8,3.84,2010,CF,1985-08-26
167,김하성,3.81,144,599,526,92,148,29,7,20,251,84,28,15,60,6.0,2.0,80.0,7.0,2.0,5.0,0.281,0.359,0.47700000000000004,0.836,0.37,104.8,3.81,2016,SS,1995-10-17
168,김원섭,3.81,120,472,386,60,117,21,4,3,155,61,8,4,69,2.0,1.0,54.0,12.0,12.0,3.0,0.303,0.409,0.402,0.81,0.376,136.9,3.81,2012,LF,1978-12-18
169,손아섭,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1.0,3.0,96.0,6.0,0.0,3.0,0.317,0.406,0.47200000000000003,0.878,0.395,131.1,3.8,2015,RF,1988-03-18
170,김재호,3.79,131,467,402,78,125,20,0,16,193,75,6,2,52,4.0,1.0,77.0,12.0,3.0,6.0,0.311,0.39,0.48,0.87,0.379,124.5,3.79,2018,SS,1985-03-21
171,민병헌,3.78,119,449,383,71,122,21,7,9,184,65,27,8,40,7.0,0.0,62.0,7.0,12.0,7.0,0.319,0.387,0.48,0.867,0.38799999999999996,131.7,3.78,2013,RF,1987-03-10
172,박경완,3.78,129,472,381,51,100,20,0,14,162,67,1,1,46,27.0,2.0,88.0,11.0,15.0,3.0,0.262,0.379,0.425,0.804,0.359,111.8,3.78,2010,C,1972-07-11
173,강동우,3.77,133,599,518,83,149,13,3,13,207,51,17,15,62,2.0,1.0,71.0,9.0,12.0,4.0,0.28800000000000003,0.364,0.4,0.763,0.35100000000000003,110.8,3.77,2011,CF,1974-04-20
174,황재균,3.76,117,458,398,62,115,18,4,12,177,68,12,6,40,9.0,1.0,78.0,9.0,3.0,8.0,0.289,0.36,0.445,0.805,0.368,122.2,3.76,2011,3B,1987-07-28
176,박민우,3.75,118,491,416,87,124,21,9,1,166,40,50,10,56,11.0,0.0,89.0,5.0,4.0,4.0,0.298,0.392,0.39899999999999997,0.7909999999999999,0.36700000000000005,106.9,3.75,2014,2B,1993-02-06
177,이정후,3.75,109,520,459,81,163,34,2,6,219,57,11,4,42,8.0,3.0,58.0,5.0,3.0,8.0,0.355,0.41200000000000003,0.47700000000000004,0.889,0.391,127.4,3.75,2018,RF,1998-08-20
178,배영섭,3.73,113,476,393,66,116,16,4,2,146,38,23,10,52,20.0,1.0,62.0,9.0,8.0,3.0,0.295,0.402,0.37200000000000005,0.773,0.368,117.7,3.73,2013,CF,1986-06-27
179,한동민,3.73,103,414,350,64,103,21,2,29,215,73,2,2,46,15.0,2.0,79.0,8.0,0.0,3.0,0.294,0.396,0.614,1.01,0.426,149.7,3.73,2017,RF,1989-08-09
180,박용택,3.73,138,596,509,83,175,23,2,14,244,90,4,2,72,6.0,6.0,88.0,13.0,0.0,9.0,0.344,0.425,0.479,0.904,0.402,140.1,3.73,2017,DH,1979-04-21
182,김민성,3.72,128,523,458,60,129,24,2,15,202,72,7,7,42,16.0,1.0,84.0,11.0,3.0,4.0,0.282,0.36,0.441,0.8009999999999999,0.369,118.5,3.72,2013,3B,1988-12-17
183,조인성,3.72,117,441,390,46,104,14,2,15,167,59,2,1,44,3.0,3.0,70.0,10.0,2.0,1.0,0.267,0.345,0.428,0.773,0.354,113.1,3.72,2011,C,1975-05-25
184,안치홍,3.72,132,558,489,60,141,31,2,3,185,64,20,3,42,6.0,4.0,74.0,12.0,14.0,7.0,0.28800000000000003,0.34700000000000003,0.37799999999999995,0.726,0.332,105.6,3.72,2012,2B,1990-07-02
185,양의지,3.71,127,430,374,48,100,14,1,20,176,68,4,1,40,8.0,1.0,68.0,12.0,5.0,3.0,0.267,0.348,0.47100000000000003,0.8190000000000001,0.363,114.1,3.71,2010,C,1987-06-05
186,김태균,3.68,101,430,345,41,110,24,0,10,164,52,0,3,73,8.0,7.0,67.0,14.0,0.0,4.0,0.319,0.444,0.475,0.92,0.425,156.4,3.68,2013,1B,1982-05-29
187,유강남,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9.0,1.0,80.0,21.0,2.0,1.0,0.29600000000000004,0.35200000000000004,0.508,0.86,0.368,118.7,3.68,2018,C,1992-07-15
188,이대호,3.67,142,608,540,73,173,13,0,34,288,111,1,1,50,15.0,8.0,84.0,22.0,0.0,3.0,0.32,0.391,0.5329999999999999,0.925,0.4,132.4,3.67,2017,1B,1982-06-21
189,정근우,3.67,125,549,464,91,137,28,5,6,193,44,32,3,66,9.0,0.0,56.0,11.0,7.0,3.0,0.295,0.391,0.41600000000000004,0.807,0.369,101.7,3.67,2014,2B,1982-10-02
190,이정후,3.66,144,622,552,111,179,29,8,2,230,47,12,4,60,6.0,2.0,67.0,9.0,2.0,2.0,0.324,0.395,0.41700000000000004,0.812,0.37,112.0,3.66,2017,CF,1998-08-20
191,김재호,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3.0,0.0,42.0,18.0,14.0,7.0,0.307,0.386,0.402,0.789,0.354,105.3,3.64,2015,SS,1985-03-21
192,최희섭,3.63,126,532,444,78,127,22,1,21,214,84,4,3,81,4.0,7.0,109.0,17.0,0.0,3.0,0.28600000000000003,0.39899999999999997,0.48200000000000004,0.8809999999999999,0.395,135.9,3.63,2010,1B,1979-03-16
193,손아섭,3.59,132,556,503,61,158,26,0,5,199,58,10,5,41,6.0,4.0,79.0,7.0,2.0,4.0,0.314,0.37,0.396,0.7659999999999999,0.359,124.7,3.59,2012,RF,1988-03-18
194,이택근,3.57,122,527,441,87,135,32,1,21,232,91,11,8,51,13.0,0.0,43.0,10.0,12.0,10.0,0.306,0.386,0.526,0.9129999999999999,0.39,116.5,3.57,2014,CF,1980-07-10
195,김현수,3.57,140,595,526,75,160,37,0,11,230,82,3,1,54,6.0,9.0,52.0,11.0,0.0,9.0,0.304,0.37,0.43700000000000006,0.807,0.366,125.8,3.57,2019,LF,1988-01-12
196,이종욱,3.57,121,499,436,64,132,11,5,5,168,44,20,15,49,5.0,0.0,51.0,6.0,5.0,4.0,0.303,0.377,0.385,0.762,0.359,116.0,3.57,2011,CF,1980-06-18
197,김하성,3.56,129,576,511,95,147,27,4,20,242,84,8,2,54,5.0,2.0,81.0,16.0,1.0,5.0,0.28800000000000003,0.358,0.474,0.8320000000000001,0.36,108.5,3.56,2018,SS,1995-10-17
198,허경민,3.56,133,577,516,85,167,30,5,10,237,79,20,4,32,16.0,0.0,52.0,15.0,5.0,8.0,0.324,0.376,0.45899999999999996,0.835,0.366,113.4,3.56,2018,3B,1990-08-26
199,오재원,3.56,110,420,359,60,114,21,6,5,162,40,33,7,50,2.0,2.0,61.0,7.0,9.0,0.0,0.318,0.40399999999999997,0.451,0.855,0.382,119.6,3.56,2014,2B,1985-02-09
200,최재훈,3.55,135,451,373,47,108,18,0,3,135,31,3,10,56,14.0,0.0,61.0,9.0,4.0,4.0,0.29,0.39799999999999996,0.36200000000000004,0.76,0.36200000000000004,122.0,3.55,2019,C,1989-08-27
201,오재원,3.55,129,529,466,73,129,18,4,6,173,46,46,7,39,9.0,0.0,62.0,6.0,12.0,3.0,0.27699999999999997,0.342,0.371,0.7140000000000001,0.331,96.7,3.55,2011,2B,1985-02-09
202,한동민,3.53,136,562,486,97,138,31,0,41,292,115,4,2,52,16.0,3.0,124.0,10.0,0.0,8.0,0.284,0.36700000000000005,0.601,0.9670000000000001,0.39899999999999997,129.8,3.53,2018,RF,1989-08-09
203,나지완,3.53,137,551,459,85,138,20,3,27,245,94,1,1,62,23.0,0.0,105.0,10.0,0.0,7.0,0.301,0.405,0.534,0.9390000000000001,0.409,140.8,3.53,2017,DH,1985-05-19
204,민병헌,3.53,101,420,369,52,112,24,2,9,167,43,13,6,42,5.0,0.0,55.0,9.0,1.0,3.0,0.304,0.38,0.45299999999999996,0.8320000000000001,0.382,133.4,3.53,2019,CF,1987-03-10
205,박해민,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2.0,1.0,126.0,8.0,23.0,2.0,0.293,0.36200000000000004,0.36200000000000004,0.7240000000000001,0.326,85.2,3.52,2015,CF,1990-02-24
206,최정,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23.0,2.0,129.0,10.0,0.0,2.0,0.244,0.368,0.547,0.915,0.385,120.3,3.52,2018,3B,1987-02-28
207,김재환,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5.0,5.0,113.0,7.0,0.0,11.0,0.28300000000000003,0.363,0.435,0.7979999999999999,0.36200000000000004,123.5,3.52,2019,LF,1988-09-22
208,서건창,3.51,127,501,433,70,115,21,10,1,159,40,39,12,45,7.0,0.0,43.0,4.0,13.0,3.0,0.266,0.342,0.36700000000000005,0.7090000000000001,0.32799999999999996,102.9,3.51,2012,2B,1989-08-22
210,정성훈,3.51,127,494,422,61,123,18,1,10,173,57,9,2,49,5.0,1.0,69.0,16.0,11.0,7.0,0.29100000000000004,0.36700000000000005,0.41,0.7759999999999999,0.355,113.6,3.51,2011,3B,1980-06-27
211,강민호,3.51,130,515,456,62,130,22,1,22,220,68,0,2,41,15.0,6.0,104.0,15.0,0.0,3.0,0.285,0.361,0.48200000000000004,0.8440000000000001,0.36700000000000005,110.8,3.51,2017,C,1985-08-18
212,오지환,3.5,133,540,462,66,115,22,2,12,177,53,23,14,55,6.0,4.0,122.0,6.0,9.0,8.0,0.249,0.332,0.38299999999999995,0.715,0.32799999999999996,102.8,3.5,2012,SS,1990-03-12
213,양의지,3.49,119,438,376,43,113,14,3,4,145,46,3,3,44,3.0,2.0,58.0,12.0,11.0,4.0,0.301,0.375,0.386,0.76,0.35,110.3,3.49,2011,C,1987-06-05
214,유한준,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2.0,3.0,53.0,9.0,2.0,1.0,0.33899999999999997,0.406,0.5329999999999999,0.9390000000000001,0.40399999999999997,134.5,3.48,2018,RF,1981-07-01
215,유한준,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4.0,1.0,61.0,20.0,0.0,5.0,0.317,0.38299999999999995,0.44299999999999995,0.826,0.381,133.6,3.46,2019,DH,1981-07-01
216,이택근,3.46,123,536,477,73,137,31,1,9,197,66,29,8,39,7.0,1.0,58.0,15.0,6.0,7.0,0.287,0.345,0.413,0.758,0.349,104.5,3.46,2013,CF,1980-07-10
217,최진행,3.44,120,471,395,59,98,26,0,17,175,55,6,3,66,6.0,3.0,109.0,11.0,0.0,4.0,0.248,0.361,0.44299999999999995,0.804,0.373,133.3,3.44,2012,LF,1985-08-17
218,김동주,3.44,120,483,406,57,116,24,1,17,193,75,6,1,66,8.0,5.0,54.0,18.0,0.0,3.0,0.28600000000000003,0.39299999999999996,0.475,0.8690000000000001,0.39799999999999996,143.3,3.44,2011,DH,1976-02-03
219,김강민,3.43,115,450,401,74,127,19,2,10,180,72,23,9,33,2.0,0.0,51.0,5.0,11.0,3.0,0.317,0.369,0.449,0.818,0.365,115.3,3.43,2010,CF,1982-09-13
220,양의지,3.43,122,416,359,39,100,22,1,5,139,27,1,2,37,10.0,2.0,51.0,17.0,9.0,1.0,0.27899999999999997,0.361,0.387,0.748,0.34700000000000003,116.2,3.43,2012,C,1987-06-05
221,강정호,3.43,123,504,444,53,125,22,2,9,178,63,4,6,43,9.0,4.0,62.0,12.0,3.0,5.0,0.282,0.353,0.401,0.754,0.349,109.4,3.43,2011,SS,1987-04-05
222,박건우,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10.0,1.0,65.0,14.0,1.0,2.0,0.326,0.373,0.473,0.847,0.371,117.5,3.42,2018,CF,1990-09-08
223,정훈,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14.0,2.0,102.0,14.0,7.0,3.0,0.3,0.382,0.42,0.802,0.363,110.1,3.41,2015,2B,1987-07-18
224,김현수,3.4,122,510,434,63,131,23,1,16,204,90,2,4,62,2.0,10.0,71.0,6.0,0.0,12.0,0.302,0.382,0.47,0.852,0.384,129.2,3.4,2013,LF,1988-01-12
225,황재균,3.4,142,588,530,76,157,41,3,25,279,88,14,7,49,4.0,1.0,120.0,5.0,2.0,3.0,0.29600000000000004,0.358,0.526,0.885,0.376,115.5,3.4,2018,3B,1987-07-28
226,박한이,3.4,128,470,379,64,114,21,2,11,172,63,5,4,73,3.0,2.0,54.0,10.0,10.0,5.0,0.301,0.413,0.45399999999999996,0.867,0.389,131.4,3.4,2010,RF,1979-01-28
227,이종욱,3.38,114,471,413,66,129,16,2,5,164,45,30,13,45,4.0,1.0,46.0,3.0,6.0,3.0,0.312,0.38299999999999995,0.397,0.78,0.36,112.3,3.38,2010,CF,1980-06-18
228,오지환,3.37,134,547,473,63,119,23,5,9,179,53,27,5,57,7.0,1.0,113.0,7.0,7.0,3.0,0.252,0.33899999999999997,0.37799999999999995,0.7170000000000001,0.33,100.8,3.37,2019,SS,1990-03-12
229,김민성,3.37,141,579,510,76,156,39,5,17,256,90,6,3,53,3.0,3.0,89.0,15.0,1.0,12.0,0.306,0.36700000000000005,0.502,0.8690000000000001,0.38,111.6,3.37,2016,3B,1988-12-17
230,민병헌,3.36,123,520,447,73,136,21,0,14,199,71,3,4,47,19.0,2.0,74.0,14.0,1.0,6.0,0.304,0.389,0.445,0.8340000000000001,0.374,122.8,3.36,2017,RF,1987-03-10
231,전준우,3.35,110,496,455,76,146,27,1,18,229,69,2,4,30,7.0,2.0,70.0,11.0,2.0,2.0,0.321,0.37,0.503,0.8740000000000001,0.381,120.4,3.35,2017,CF,1986-02-25
232,최진행,3.35,127,511,434,63,120,11,1,19,190,85,3,5,61,13.0,7.0,107.0,9.0,0.0,3.0,0.27699999999999997,0.38,0.43799999999999994,0.8170000000000001,0.37799999999999995,128.5,3.35,2011,LF,1985-08-17
233,유강남,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13.0,2.0,82.0,21.0,1.0,6.0,0.27,0.33399999999999996,0.43799999999999994,0.772,0.35,117.0,3.35,2019,C,1992-07-15
234,김강민,3.35,105,397,352,39,106,22,3,10,164,55,10,6,36,4.0,2.0,54.0,10.0,2.0,3.0,0.301,0.37,0.466,0.836,0.382,127.0,3.35,2013,CF,1982-09-13
235,이범호,3.35,122,516,436,56,108,17,0,24,197,73,0,2,62,9.0,3.0,79.0,18.0,4.0,5.0,0.248,0.35,0.452,0.8009999999999999,0.364,115.0,3.35,2013,3B,1981-11-25
236,이원석,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7.0,1.0,103.0,10.0,0.0,5.0,0.301,0.374,0.493,0.867,0.376,116.9,3.35,2018,3B,1986-10-21
237,이범호,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16.0,1.0,91.0,16.0,0.0,4.0,0.27,0.37200000000000005,0.519,0.8909999999999999,0.389,125.2,3.34,2015,3B,1981-11-25
238,김상수,3.32,128,476,406,53,113,16,4,2,143,47,29,7,47,7.0,1.0,61.0,7.0,15.0,1.0,0.278,0.36200000000000004,0.35200000000000004,0.715,0.332,98.0,3.32,2011,SS,1990-03-23
239,정훈,3.32,124,558,477,89,140,27,7,3,190,58,8,4,62,11.0,0.0,105.0,10.0,6.0,2.0,0.294,0.386,0.39799999999999996,0.784,0.36200000000000004,103.6,3.32,2014,2B,1987-07-18
240,최정,3.32,82,361,308,65,94,20,0,14,156,76,7,2,37,12.0,0.0,69.0,9.0,1.0,3.0,0.305,0.397,0.506,0.904,0.401,131.4,3.32,2014,3B,1987-02-28
241,홍성흔,3.31,124,521,447,63,141,19,1,20,222,82,5,3,64,4.0,0.0,79.0,13.0,5.0,1.0,0.315,0.405,0.49700000000000005,0.902,0.401,137.7,3.31,2014,DH,1977-02-28
242,전준우,3.31,128,537,455,65,125,25,1,7,173,66,19,8,65,5.0,0.0,77.0,15.0,5.0,7.0,0.275,0.36700000000000005,0.38,0.747,0.35200000000000004,106.6,3.31,2013,CF,1986-02-25
243,박석민,3.31,112,444,360,49,96,17,1,19,172,74,1,2,65,12.0,2.0,69.0,17.0,4.0,3.0,0.267,0.39299999999999996,0.478,0.871,0.39299999999999996,139.3,3.31,2019,3B,1985-06-22
244,정수빈,3.3,128,507,431,79,132,18,7,6,182,49,32,5,41,11.0,1.0,68.0,8.0,22.0,2.0,0.306,0.379,0.42200000000000004,0.802,0.35200000000000004,99.7,3.3,2014,CF,1990-10-07
245,유한준,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2.0,1.0,40.0,10.0,0.0,3.0,0.336,0.40399999999999997,0.493,0.897,0.405,128.6,3.29,2016,RF,1981-07-01
246,오재원,3.29,132,521,473,78,148,24,1,15,219,81,15,6,41,2.0,0.0,119.0,13.0,3.0,2.0,0.313,0.369,0.46299999999999997,0.8320000000000001,0.364,114.0,3.29,2018,2B,1985-02-09
247,박정권,3.28,110,434,363,56,106,20,1,18,182,70,4,4,64,1.0,5.0,79.0,5.0,0.0,6.0,0.292,0.39399999999999996,0.501,0.895,0.405,142.6,3.28,2013,1B,1981-07-21
248,안치홍,3.28,115,433,378,54,119,21,4,5,163,46,9,4,33,3.0,1.0,55.0,13.0,17.0,2.0,0.315,0.373,0.431,0.804,0.36,117.0,3.28,2011,2B,1990-07-02
250,김재호,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5.0,1.0,52.0,8.0,5.0,13.0,0.31,0.389,0.44,0.8290000000000001,0.374,110.5,3.24,2016,SS,1985-03-21
251,안치홍,3.24,133,537,461,79,134,21,3,8,185,50,18,5,49,7.0,1.0,96.0,12.0,16.0,4.0,0.29100000000000004,0.365,0.401,0.7659999999999999,0.345,101.9,3.24,2010,2B,1990-07-02
252,최정,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5.0,2.0,78.0,6.0,1.0,3.0,0.295,0.401,0.542,0.943,0.41,143.2,3.23,2015,3B,1987-02-28
253,모창민,3.22,108,436,395,57,109,24,3,12,175,51,16,3,37,1.0,0.0,68.0,11.0,2.0,1.0,0.276,0.33899999999999997,0.44299999999999995,0.782,0.359,111.8,3.22,2013,3B,1985-05-08
254,김동주,3.21,110,470,387,60,114,22,0,20,196,67,0,1,67,10.0,4.0,45.0,15.0,1.0,5.0,0.295,0.40700000000000003,0.506,0.914,0.408,144.5,3.21,2010,DH,1976-02-03
255,최형우,3.21,125,531,461,51,125,27,1,14,196,77,2,1,55,5.0,3.0,76.0,20.0,0.0,10.0,0.271,0.348,0.425,0.774,0.358,123.8,3.21,2012,LF,1983-12-16
256,박정권,3.2,120,499,452,81,140,33,2,27,258,109,7,9,41,2.0,2.0,106.0,6.0,0.0,4.0,0.31,0.36700000000000005,0.5710000000000001,0.938,0.401,130.7,3.2,2014,1B,1981-07-21
257,정근우,3.2,112,476,407,64,114,19,3,9,166,35,28,11,50,7.0,6.0,48.0,6.0,11.0,1.0,0.28,0.368,0.408,0.7759999999999999,0.353,107.5,3.2,2013,2B,1982-10-02
258,박해민,3.2,144,649,576,114,172,30,10,9,249,68,36,10,56,3.0,0.0,99.0,9.0,8.0,6.0,0.299,0.36,0.43200000000000005,0.7929999999999999,0.34700000000000003,99.1,3.2,2018,CF,1990-02-24
260,나지완,3.17,124,480,398,40,109,17,1,11,161,56,7,3,56,13.0,4.0,93.0,9.0,8.0,5.0,0.27399999999999997,0.377,0.405,0.782,0.36200000000000004,126.7,3.17,2012,LF,1985-05-19
261,채은성,3.16,128,513,469,59,148,18,1,12,204,72,2,2,24,12.0,1.0,66.0,9.0,0.0,8.0,0.316,0.359,0.435,0.794,0.364,124.5,3.16,2019,RF,1990-02-06
262,김상수,3.16,128,493,427,74,123,20,8,5,174,63,53,6,41,7.0,1.0,77.0,7.0,10.0,8.0,0.28800000000000003,0.354,0.40700000000000003,0.762,0.33899999999999997,86.9,3.16,2014,SS,1990-03-23
263,전준우,3.14,114,394,350,56,101,14,2,19,176,57,16,7,26,8.0,0.0,89.0,7.0,5.0,5.0,0.289,0.34700000000000003,0.503,0.85,0.37200000000000005,120.2,3.14,2010,CF,1986-02-25
264,이승엽,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6.0,2.0,71.0,10.0,0.0,6.0,0.332,0.387,0.562,0.9490000000000001,0.41200000000000003,140.4,3.14,2015,DH,1976-08-18
265,서동욱,3.13,124,485,411,73,120,30,3,16,204,67,9,4,60,5.0,1.0,108.0,8.0,6.0,3.0,0.292,0.386,0.496,0.883,0.389,118.1,3.13,2016,2B,1984-03-21
266,김상수,3.12,129,489,419,64,115,18,4,2,147,36,25,11,41,7.0,1.0,56.0,8.0,16.0,6.0,0.27399999999999997,0.345,0.35100000000000003,0.695,0.321,97.5,3.12,2012,SS,1990-03-23
267,최진행,3.11,129,524,464,66,121,22,0,32,239,92,5,4,47,9.0,1.0,131.0,15.0,2.0,2.0,0.261,0.33899999999999997,0.515,0.8540000000000001,0.375,121.9,3.11,2010,LF,1985-08-17
268,진갑용,3.1,114,349,313,27,96,15,1,6,131,57,0,0,17,7.0,1.0,46.0,6.0,10.0,2.0,0.307,0.354,0.419,0.773,0.35200000000000004,119.5,3.1,2012,C,1974-05-08
270,이대수,3.1,122,420,366,46,110,16,3,8,156,50,8,8,31,5.0,0.0,64.0,5.0,14.0,4.0,0.301,0.36,0.426,0.7859999999999999,0.354,112.6,3.1,2011,SS,1981-08-21
271,강민호,3.09,105,405,327,48,77,13,0,11,123,57,4,1,60,11.0,3.0,87.0,5.0,1.0,6.0,0.235,0.366,0.376,0.743,0.35100000000000003,106.0,3.09,2013,C,1985-08-18
272,정근우,3.08,105,442,391,73,129,22,0,11,184,46,6,6,32,10.0,3.0,48.0,12.0,5.0,3.0,0.33,0.392,0.47100000000000003,0.863,0.379,120.1,3.08,2017,2B,1982-10-02
273,안치용,3.07,93,267,219,45,68,8,0,12,112,42,3,0,44,1.0,0.0,56.0,2.0,2.0,1.0,0.311,0.426,0.511,0.938,0.429,164.0,3.07,2011,LF,1979-02-23
274,김상수,3.06,115,422,372,57,111,17,3,7,155,44,14,5,30,5.0,1.0,44.0,7.0,9.0,6.0,0.298,0.354,0.41700000000000004,0.77,0.35,105.8,3.06,2013,SS,1990-03-23
275,김주찬,3.06,100,442,399,72,138,32,4,9,205,46,22,10,31,4.0,2.0,48.0,11.0,6.0,2.0,0.34600000000000003,0.397,0.514,0.9109999999999999,0.39899999999999997,127.7,3.06,2014,LF,1981-03-25
276,조동찬,3.06,95,377,332,61,97,20,2,9,148,51,33,5,28,7.0,2.0,75.0,3.0,9.0,1.0,0.292,0.359,0.446,0.805,0.35700000000000004,109.9,3.06,2010,3B,1983-07-27
277,박세혁,3.06,137,505,441,58,123,19,9,4,172,63,8,2,41,7.0,1.0,68.0,5.0,10.0,6.0,0.27899999999999997,0.34600000000000003,0.39,0.736,0.33399999999999996,101.3,3.06,2019,C,1990-01-09
278,민병헌,3.05,118,494,443,74,141,21,0,17,213,66,8,3,35,8.0,3.0,68.0,10.0,2.0,6.0,0.318,0.374,0.48100000000000004,0.855,0.37,113.1,3.05,2018,CF,1987-03-10
279,이형종,3.05,118,485,437,83,138,27,0,13,204,42,6,4,31,12.0,0.0,82.0,6.0,5.0,0.0,0.316,0.377,0.467,0.8440000000000001,0.37,117.8,3.05,2018,CF,1989-06-07
