,선수,WAR,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연도,포지션,생일,연봉,나이
129,김민성,2.04,116,486,438,60,128,29,2,12,197,77,3,1,30,10.0,1.0,80.0,10.0,5.0,3.0,0.292,0.349,0.45,0.799,0.354,94.3,2.04,2014,3B,1988-12-17,22000,27
130,김민성,1.57,71,254,219,24,62,9,0,4,83,22,7,2,17,6.0,0.0,58.0,2.0,8.0,4.0,0.28300000000000003,0.34600000000000003,0.379,0.725,0.332,105.7,1.57,2012,3B,1988-12-17,8500,25
131,김민성,3.72,128,523,458,60,129,24,2,15,202,72,7,7,42,16.0,1.0,84.0,11.0,3.0,4.0,0.282,0.36,0.441,0.8009999999999999,0.369,118.5,3.72,2013,3B,1988-12-17,18000,26
132,김민성,2.26,133,530,472,59,133,26,1,15,206,78,0,1,43,7.0,2.0,93.0,15.0,0.0,8.0,0.282,0.345,0.436,0.782,0.345,98.6,2.26,2017,3B,1988-12-17,35000,30
133,김민성,0.56,124,373,314,37,74,10,1,4,98,23,12,3,26,9.0,0.0,51.0,4.0,22.0,2.0,0.236,0.311,0.312,0.623,0.28300000000000003,64.0,0.56,2011,2B,1988-12-17,7500,24
134,김민성,1.75,128,465,413,46,117,24,0,10,171,45,1,0,40,6.0,3.0,80.0,6.0,1.0,5.0,0.28300000000000003,0.35100000000000003,0.414,0.765,0.338,93.4,1.75,2018,3B,1988-12-17,35000,31
135,김민성,-0.08,80,223,180,26,36,4,0,2,46,12,1,0,18,11.0,1.0,41.0,6.0,13.0,1.0,0.2,0.31,0.256,0.565,0.263,47.2,-0.08,2010,SS,1988-12-17,5500,23
136,김민성,1.66,107,401,361,44,94,16,0,8,134,50,2,1,30,4.0,0.0,75.0,12.0,5.0,1.0,0.26,0.32299999999999995,0.371,0.6940000000000001,0.32,94.6,1.66,2019,3B,1988-12-17,40000,32
137,김민식,-0.14,53,116,96,6,16,2,0,0,18,14,2,0,15,3.0,0.0,29.0,1.0,0.0,2.0,,,,,,,-0.14,2019,C,1989-06-28,8800,31
138,김민식,0.64,88,170,144,17,37,9,0,2,52,14,1,1,21,2.0,0.0,38.0,2.0,3.0,0.0,0.257,0.359,0.361,0.72,0.335,85.2,0.64,2016,C,1989-06-28,3000,28
139,김민식,-0.54,137,392,352,39,78,9,2,4,103,40,3,3,26,5.0,0.0,55.0,8.0,7.0,2.0,0.222,0.28300000000000003,0.293,0.5760000000000001,0.263,43.5,-0.54,2017,C,1989-06-28,15000,29
140,김민식,0.84,125,365,310,53,76,9,3,6,109,37,5,2,39,3.0,0.0,63.0,8.0,11.0,2.0,0.245,0.333,0.35200000000000004,0.685,0.304,71.1,0.84,2018,C,1989-06-28,15000,30
141,김민우,2.88,128,536,447,64,115,20,3,9,168,44,28,6,61,9.0,0.0,85.0,11.0,16.0,3.0,0.257,0.35600000000000004,0.376,0.732,0.333,94.2,2.88,2010,3B,1979-03-21,8000,32
142,김민우,0.87,87,210,167,34,42,10,0,3,61,15,7,2,36,1.0,0.0,46.0,2.0,6.0,0.0,0.252,0.387,0.365,0.753,0.348,93.6,0.87,2014,SS,1979-03-21,12000,36
143,김민우,0.28,33,55,48,5,14,1,1,0,17,11,1,1,5,1.0,0.0,8.0,1.0,0.0,1.0,0.292,0.364,0.354,0.718,0.344,101.2,0.28,2013,3B,1979-03-21,8300,35
144,김민우,0.87,69,230,197,20,45,6,2,5,70,25,5,4,22,3.0,1.0,49.0,2.0,6.0,2.0,0.228,0.313,0.355,0.6679999999999999,0.307,88.0,0.87,2012,3B,1979-03-21,8800,34
145,김민우,1.51,126,535,466,66,115,22,0,6,155,31,23,9,48,2.0,1.0,100.0,7.0,17.0,2.0,0.247,0.319,0.333,0.6509999999999999,0.301,76.4,1.51,2011,3B,1979-03-21,9500,33
146,김민우,-0.21,90,315,269,28,70,16,1,6,106,34,8,3,21,1.0,0.0,75.0,3.0,21.0,3.0,0.26,0.313,0.394,0.7070000000000001,0.297,63.8,-0.21,2015,2B,1979-03-21,12000,37
147,김민하,0.22,72,140,125,14,32,6,0,2,44,14,5,2,9,3.0,0.0,41.0,4.0,2.0,1.0,0.256,0.319,0.35200000000000004,0.6709999999999999,0.311,87.7,0.22,2019,LF,1989-02-25,4500,31
148,김민하,0.07,55,98,94,23,25,8,0,2,39,7,3,1,2,1.0,0.0,34.0,0.0,1.0,0.0,0.266,0.289,0.415,0.7040000000000001,0.308,67.5,0.07,2014,LF,1989-02-25,4000,26
149,김민하,-0.2,46,49,45,8,9,1,0,1,13,1,4,0,1,1.0,0.0,19.0,2.0,2.0,0.0,0.2,0.234,0.289,0.523,0.231,17.3,-0.2,2016,CF,1989-02-25,3200,28
150,김민하,0.63,54,141,116,18,28,6,0,1,37,8,4,2,18,4.0,0.0,40.0,4.0,3.0,0.0,0.241,0.362,0.319,0.6809999999999999,0.322,84.2,0.63,2015,CF,1989-02-25,4000,27
151,김민하,-0.49,59,108,97,13,21,4,0,3,34,17,5,5,5,3.0,0.0,30.0,6.0,2.0,1.0,0.21600000000000005,0.274,0.35100000000000003,0.624,0.271,46.9,-0.49,2018,LF,1989-02-25,3200,30
152,김민혁,1.0,127,521,466,68,131,10,1,0,143,32,22,10,32,13.0,0.0,61.0,8.0,5.0,5.0,0.281,0.341,0.307,0.648,0.309,82.7,1.0,2019,LF,1995-11-21,9000,25
153,김민혁,-0.08,82,179,156,21,43,2,3,0,51,10,12,7,14,2.0,0.0,30.0,3.0,7.0,0.0,0.276,0.343,0.327,0.67,0.305,68.2,-0.08,2015,LF,1995-11-21,4700,21
154,김사훈,-0.41,57,89,76,1,14,3,0,0,17,8,1,0,6,1.0,0.0,21.0,2.0,5.0,1.0,0.184,0.25,0.224,0.474,0.215,10.6,-0.41,2017,C,1987-06-18,4000,31
155,김사훈,-0.38,56,79,74,7,17,3,0,0,20,6,0,0,1,1.0,0.0,22.0,0.0,3.0,0.0,0.23,0.25,0.27,0.52,0.229,20.3,-0.38,2018,C,1987-06-18,4000,32
156,김상수,3.06,115,422,372,57,111,17,3,7,155,44,14,5,30,5.0,1.0,44.0,7.0,9.0,6.0,0.298,0.354,0.417,0.77,0.35,105.8,3.06,2013,SS,1990-03-23,24000,24
157,김상수,-0.07,42,154,144,17,38,7,0,3,54,13,1,1,5,1.0,0.0,26.0,4.0,3.0,1.0,0.264,0.29100000000000004,0.375,0.6659999999999999,0.29100000000000004,62.7,-0.07,2017,SS,1990-03-23,24000,28
158,김상수,3.12,129,489,419,64,115,18,4,2,147,36,25,11,41,7.0,1.0,56.0,8.0,16.0,6.0,0.274,0.345,0.35100000000000003,0.695,0.321,97.5,3.12,2012,SS,1990-03-23,17000,23
159,김상수,3.16,128,493,427,74,123,20,8,5,174,63,53,6,41,7.0,1.0,77.0,7.0,10.0,8.0,0.28800000000000003,0.354,0.407,0.762,0.339,86.9,3.16,2014,SS,1990-03-23,31000,25
160,김상수,2.78,132,518,449,67,125,30,4,8,187,63,26,5,43,6.0,0.0,56.0,9.0,13.0,7.0,0.278,0.345,0.416,0.7609999999999999,0.335,89.9,2.78,2015,SS,1990-03-23,31000,26
161,김상수,1.38,101,338,282,37,69,7,3,0,82,22,30,6,31,12.0,0.0,45.0,10.0,12.0,1.0,0.245,0.344,0.29100000000000004,0.634,0.3,72.3,1.38,2010,SS,1990-03-23,7000,21
162,김상수,0.4,105,401,358,56,97,13,0,3,119,38,6,4,23,8.0,0.0,39.0,9.0,8.0,4.0,0.271,0.326,0.332,0.6579999999999999,0.304,64.5,0.4,2016,SS,1990-03-23,31000,27
163,김상수,3.32,128,476,406,53,113,16,4,2,143,47,29,7,47,7.0,1.0,61.0,7.0,15.0,1.0,0.278,0.362,0.35200000000000004,0.715,0.332,98.0,3.32,2011,SS,1990-03-23,12500,22
164,김상수,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8.0,0.0,91.0,11.0,8.0,3.0,0.263,0.314,0.362,0.6759999999999999,0.299,67.1,0.44,2018,SS,1990-03-23,24000,29
165,김상수,2.97,129,543,468,76,127,20,2,5,166,38,21,3,50,15.0,1.0,67.0,14.0,6.0,4.0,0.271,0.358,0.355,0.7120000000000001,0.334,100.0,2.97,2019,2B,1990-03-23,25000,30
166,김상현,1.74,79,330,288,44,62,5,1,21,132,53,3,1,33,8.0,1.0,85.0,10.0,0.0,1.0,0.215,0.312,0.458,0.7709999999999999,0.342,100.2,1.74,2010,3B,1980-11-12,20000,31
167,김상현,0.38,113,360,322,39,76,17,0,7,114,37,8,1,29,4.0,1.0,84.0,17.0,1.0,4.0,0.236,0.304,0.354,0.6579999999999999,0.308,76.7,0.38,2013,RF,1980-11-12,16000,34
168,김상현,1.85,134,539,475,71,133,20,0,27,234,88,4,5,50,8.0,4.0,115.0,21.0,0.0,6.0,0.28,0.354,0.493,0.847,0.369,113.2,1.85,2015,1B,1980-11-12,20000,36
169,김상현,0.61,32,126,116,17,30,9,0,4,51,17,1,2,6,3.0,0.0,26.0,3.0,1.0,0.0,0.259,0.312,0.44,0.752,0.34600000000000003,115.9,0.61,2012,RF,1980-11-12,20000,33
170,김상현,2.08,101,405,357,38,91,15,0,14,148,64,8,0,37,9.0,1.0,83.0,12.0,0.0,2.0,0.255,0.338,0.415,0.753,0.35,110.2,2.08,2011,LF,1980-11-12,20000,32
171,김상현,0.27,42,87,80,8,21,3,1,5,41,20,1,1,5,1.0,0.0,22.0,2.0,0.0,1.0,0.263,0.31,0.513,0.823,0.35100000000000003,96.5,0.27,2014,LF,1980-11-12,20000,35
172,김상호,-0.46,80,114,101,7,23,3,1,0,28,7,0,3,11,2.0,1.0,22.0,4.0,0.0,0.0,0.228,0.316,0.277,0.593,0.281,55.0,-0.46,2017,1B,1989-05-10,6000,29
173,김상호,0.57,114,415,366,39,106,20,0,7,147,56,3,1,38,4.0,2.0,84.0,10.0,2.0,5.0,0.29,0.358,0.402,0.76,0.34700000000000003,92.6,0.57,2016,1B,1989-05-10,6000,28
174,김상훈,0.21,49,108,87,7,20,4,0,0,24,8,0,0,13,1.0,0.0,17.0,3.0,5.0,2.0,0.23,0.33,0.276,0.606,0.28600000000000003,62.0,0.21,2013,C,1977-10-27,17000,37
175,김상훈,0.64,67,150,123,19,24,3,0,3,36,16,0,0,24,1.0,0.0,26.0,2.0,1.0,1.0,0.195,0.329,0.293,0.622,0.305,79.2,0.64,2011,C,1977-10-27,32500,35
176,김상훈,-0.17,80,192,163,11,28,5,0,2,39,20,0,0,18,2.0,1.0,39.0,5.0,9.0,0.0,0.172,0.262,0.239,0.502,0.235,36.6,-0.17,2012,C,1977-10-27,17000,36
177,김상훈,0.97,107,354,300,25,73,11,0,4,96,39,1,2,34,4.0,0.0,43.0,11.0,14.0,2.0,0.243,0.327,0.32,0.647,0.29600000000000004,69.5,0.97,2010,C,1977-10-27,32500,34
178,김선빈,4.96,137,529,476,84,176,34,1,5,227,64,4,4,39,5.0,4.0,40.0,10.0,5.0,4.0,0.37,0.42,0.477,0.897,0.399,134.0,4.96,2017,SS,1989-12-18,28000,29
179,김선빈,2.27,115,406,348,40,102,14,2,1,123,28,23,7,34,6.0,0.0,44.0,5.0,14.0,4.0,0.293,0.362,0.353,0.716,0.328,90.5,2.27,2010,SS,1989-12-18,7000,22
180,김선빈,2.1,127,492,424,73,125,17,2,4,158,49,4,1,48,9.0,1.0,42.0,10.0,6.0,5.0,0.295,0.375,0.373,0.747,0.339,94.5,2.1,2018,SS,1989-12-18,28000,30
181,김선빈,2.28,88,363,310,51,93,12,0,1,108,29,28,14,39,2.0,0.0,26.0,10.0,8.0,4.0,0.3,0.378,0.348,0.726,0.344,101.1,2.28,2013,SS,1989-12-18,13000,25
182,김선빈,2.3,121,447,394,55,115,22,0,3,146,40,5,4,43,1.0,0.0,26.0,7.0,5.0,4.0,0.292,0.36,0.371,0.73,0.34,104.6,2.3,2019,SS,1989-12-18,45000,31
183,김선빈,3.88,126,532,441,63,124,19,2,5,162,55,30,12,58,2.0,0.0,48.0,9.0,25.0,6.0,0.281,0.363,0.3670000000000001,0.73,0.332,105.8,3.88,2012,SS,1989-12-18,18000,24
184,김선빈,0.09,33,98,93,7,27,4,0,0,31,9,2,0,3,0.0,0.0,10.0,3.0,2.0,0.0,0.29,0.313,0.333,0.6459999999999999,0.295,59.1,0.09,2014,SS,1989-12-18,13000,26
185,김선빈,2.96,98,412,335,58,97,12,2,4,125,47,22,9,50,2.0,0.0,42.0,8.0,20.0,5.0,0.29,0.38,0.373,0.753,0.342,104.8,2.96,2011,SS,1989-12-18,11000,23
186,김성욱,0.65,116,333,287,38,66,16,1,9,111,36,6,4,29,3.0,1.0,69.0,4.0,9.0,5.0,0.23,0.303,0.387,0.6890000000000001,0.306,80.5,0.65,2019,CF,1993-05-01,12000,27
187,김성욱,0.58,124,347,308,60,76,18,4,6,120,31,10,4,24,9.0,1.0,59.0,4.0,1.0,5.0,0.247,0.315,0.39,0.705,0.313,79.0,0.58,2017,CF,1993-05-01,10500,25
188,김성욱,1.23,130,348,306,60,81,15,1,15,143,51,5,2,30,3.0,0.0,64.0,15.0,7.0,2.0,0.265,0.334,0.467,0.802,0.348,94.9,1.23,2016,CF,1993-05-01,10000,24
189,김성욱,0.19,125,204,182,32,47,8,1,3,66,26,3,3,17,4.0,0.0,52.0,4.0,0.0,1.0,0.258,0.333,0.363,0.696,0.322,83.7,0.19,2015,LF,1993-05-01,5500,23
190,김성욱,1.04,111,358,323,49,84,13,2,13,140,45,11,2,29,1.0,0.0,64.0,10.0,2.0,3.0,0.26,0.32,0.433,0.754,0.326,86.0,1.04,2018,CF,1993-05-01,10500,26
191,김성현,-0.02,97,181,162,27,35,7,1,1,47,16,2,6,16,1.0,0.0,28.0,6.0,2.0,0.0,,,,,,,-0.02,2013,SS,1987-03-09,7000,27
192,김성현,2.56,122,476,398,73,113,20,1,5,150,43,6,3,55,7.0,0.0,51.0,7.0,10.0,6.0,0.284,0.376,0.377,0.752,0.345,94.8,2.56,2014,SS,1987-03-09,18000,28
193,김성현,2.29,138,530,479,66,153,28,0,8,205,65,3,3,33,6.0,0.0,37.0,13.0,5.0,7.0,0.319,0.366,0.428,0.794,0.36,100.8,2.29,2016,2B,1987-03-09,28000,30
194,김성현,2.15,129,449,397,49,118,20,0,8,162,48,1,4,31,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.35700000000000004,0.408,0.765,0.341,97.3,2.15,2015,SS,1987-03-09,18000,29
195,김성현,0.77,135,462,415,51,115,19,1,4,148,55,6,2,29,9.0,0.0,42.0,19.0,6.0,3.0,0.277,0.336,0.35700000000000004,0.6920000000000001,0.312,75.6,0.77,2018,2B,1987-03-09,25000,32
196,김성현,0.94,88,191,163,28,39,8,3,2,59,14,6,2,12,5.0,0.0,26.0,2.0,11.0,0.0,0.239,0.311,0.362,0.6729999999999999,0.301,83.7,0.94,2012,SS,1987-03-09,5000,26
197,김성현,0.48,130,429,380,45,103,14,0,4,129,29,2,1,34,4.0,1.0,28.0,8.0,7.0,3.0,0.271,0.335,0.339,0.674,0.306,72.6,0.48,2017,2B,1987-03-09,25000,31
198,김성현,0.5,144,472,426,45,105,16,2,1,128,34,6,2,33,2.0,0.0,43.0,15.0,8.0,3.0,0.246,0.302,0.3,0.602,0.282,66.1,0.5,2019,SS,1987-03-09,21000,33
199,김성훈,-0.32,65,88,77,14,14,1,1,1,20,5,4,3,7,0.0,0.0,11.0,0.0,4.0,0.0,0.182,0.25,0.26,0.51,0.233,31.0,-0.32,2019,2B,1993-10-27,4700,27
200,김성훈,0.82,47,166,151,27,48,4,2,0,56,18,4,2,12,1.0,0.0,16.0,2.0,1.0,1.0,0.318,0.37,0.371,0.741,0.341,97.0,0.82,2017,2B,1993-10-27,4700,25
201,김성훈,0.02,110,212,185,24,45,9,3,0,60,24,12,6,16,6.0,0.0,23.0,2.0,3.0,2.0,0.243,0.321,0.324,0.645,0.294,,0.02,2018,2B,1993-10-27,4700,26
202,김연훈,-0.25,73,146,136,20,33,4,1,0,39,4,8,4,2,1.0,0.0,14.0,2.0,7.0,0.0,0.243,0.259,0.287,0.546,0.243,33.4,-0.25,2010,SS,1984-12-23,7000,27
203,김연훈,0.01,49,73,60,4,16,1,0,1,20,3,0,1,6,,,,,,,,,,,,,,2015,2B,1984-12-23,4700,32
204,김영환,-0.22,37,49,48,4,11,0,0,1,14,7,1,0,1,0.0,0.0,11.0,0.0,0.0,0.0,0.229,0.245,0.292,0.537,0.245,29.5,-0.22,2015,2B,1993-01-31,3700,23
205,김용의,0.91,109,348,301,42,83,6,5,5,114,34,21,7,34,0.0,2.0,58.0,6.0,10.0,3.0,0.276,0.34600000000000003,0.379,0.725,0.33,91.8,0.91,2013,1B,1985-08-20,10000,29
206,김용의,0.2,60,189,164,17,44,6,2,0,54,8,9,4,19,0.0,0.0,49.0,2.0,6.0,0.0,0.268,0.344,0.329,0.674,0.306,71.9,0.2,2017,CF,1985-08-20,9000,33
207,김용의,0.21,71,199,171,30,43,5,1,0,50,15,11,6,22,3.0,1.0,38.0,3.0,3.0,0.0,0.251,0.34700000000000003,0.292,0.639,0.304,69.8,0.21,2015,RF,1985-08-20,6000,31
208,김용의,1.8,105,347,308,62,98,18,4,1,127,20,19,7,35,0.0,0.0,64.0,6.0,4.0,0.0,0.318,0.388,0.412,0.8,0.369,104.7,1.8,2016,CF,1985-08-20,12000,32
209,김용의,-0.31,103,208,183,31,44,7,1,0,53,22,9,7,19,2.0,0.0,46.0,2.0,3.0,1.0,0.24,0.317,0.29,0.607,0.28800000000000003,55.0,-0.31,2014,2B,1985-08-20,6000,30
210,김용의,-0.18,114,210,179,35,39,5,3,0,50,17,8,3,24,2.0,1.0,38.0,1.0,4.0,1.0,0.218,0.316,0.279,0.595,0.282,65.1,-0.18,2019,1B,1985-08-20,10500,35
211,김용의,-0.22,83,219,194,22,48,4,0,2,58,21,5,4,17,0.0,1.0,50.0,1.0,5.0,3.0,0.247,0.304,0.299,0.603,0.282,70.1,-0.22,2012,1B,1985-08-20,5000,28
212,김웅빈,-0.15,67,142,135,18,34,8,0,3,51,19,0,0,6,1.0,0.0,33.0,3.0,0.0,0.0,0.252,0.289,0.378,0.667,0.297,66.1,-0.15,2017,1B,1996-02-09,3000,22
213,김원석,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5.0,0.0,59.0,3.0,2.0,0.0,0.277,0.329,0.467,0.795,0.345,97.2,0.47,2017,RF,1989-10-29,"900,000",29
214,김원섭,0.24,42,119,96,12,18,8,0,1,29,12,1,0,23,0.0,0.0,20.0,0.0,0.0,0.0,0.188,0.345,0.302,0.647,0.321,85.6,0.24,2013,LF,1978-12-18,25000,36
215,김원섭,0.75,111,428,353,43,84,16,3,5,121,28,15,6,56,2.0,0.0,63.0,5.0,16.0,1.0,0.238,0.345,0.343,0.687,0.315,81.8,0.75,2010,LF,1978-12-18,14000,33
216,김원섭,0.08,44,101,80,21,18,4,1,0,24,13,3,1,17,0.0,0.0,13.0,2.0,2.0,2.0,0.225,0.354,0.3,0.654,0.312,69.3,0.08,2014,RF,1978-12-18,15000,37
217,김원섭,0.82,87,316,269,36,73,18,2,2,101,30,1,3,32,0.0,1.0,28.0,4.0,10.0,5.0,0.271,0.343,0.375,0.7190000000000001,0.326,93.8,0.82,2011,LF,1978-12-18,13000,34
218,김원섭,3.81,120,472,386,60,117,21,4,3,155,61,8,4,69,2.0,1.0,54.0,12.0,12.0,3.0,0.303,0.409,0.402,0.81,0.376,136.9,3.81,2012,LF,1978-12-18,25000,35
219,김원섭,0.08,37,90,73,10,16,5,0,0,21,12,1,0,15,0.0,0.0,16.0,2.0,1.0,1.0,0.219,0.348,0.28800000000000003,0.636,0.311,67.8,0.08,2016,RF,1978-12-18,15000,39
220,김원섭,1.26,110,341,277,45,74,13,3,5,108,33,8,5,53,3.0,0.0,46.0,5.0,6.0,2.0,0.267,0.388,0.39,0.778,0.35700000000000004,103.2,1.26,2015,CF,1978-12-18,15000,38
221,김인태,-0.31,31,44,43,5,8,1,0,2,15,4,0,0,1,0.0,0.0,11.0,0.0,0.0,0.0,0.18600000000000005,0.205,0.349,0.5529999999999999,0.237,33.2,-0.31,2017,RF,1994-07-03,3200,24
222,김인태,0.11,46,109,95,16,25,7,0,1,35,10,0,0,12,0.0,0.0,26.0,0.0,1.0,1.0,0.263,0.343,0.368,0.711,0.32,83.0,0.11,2018,RF,1994-07-03,3200,25
223,김일경,-0.17,41,48,47,11,12,0,0,0,12,0,9,7,1,0.0,0.0,13.0,1.0,0.0,0.0,0.255,0.271,0.255,0.526,0.254,44.1,-0.17,2011,2B,1978-07-01,7000,34
224,김일경,0.54,104,220,195,30,49,13,1,4,76,21,21,6,8,4.0,0.0,42.0,2.0,12.0,1.0,0.251,0.293,0.39,0.6829999999999999,0.294,67.6,0.54,2010,2B,1978-07-01,8000,33
225,김일경,0.14,44,94,82,10,18,2,0,1,23,12,4,1,9,0.0,0.0,18.0,2.0,3.0,0.0,0.22,0.297,0.28,0.5770000000000001,0.273,64.1,0.14,2012,2B,1978-07-01,7000,35
226,김재민,-0.17,38,18,16,0,1,0,0,0,1,0,0,0,2,0.0,0.0,4.0,1.0,0.0,0.0,0.063,0.16699999999999998,0.063,0.229,0.135,-45.3,-0.17,2014,C,1991-01-28,3000,24
227,김재율,0.62,75,198,181,21,55,9,0,6,82,28,0,1,10,2.0,0.0,35.0,8.0,4.0,1.0,0.304,0.345,0.453,0.7979999999999999,0.34700000000000003,103.8,0.62,2017,1B,1989-01-14,6800,29
228,김재현,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1.0,0.0,27.0,4.0,0.0,0.0,0.16699999999999998,0.205,0.262,0.467,0.211,9.0,-0.46,2017,C,1993-03-18,5100,25
229,김재현,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5.0,0.0,41.0,1.0,8.0,1.0,0.321,0.378,0.429,0.807,0.35600000000000004,100.7,0.78,2016,LF,1987-11-07,7000,30
230,김재현,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8.0,0.0,58.0,2.0,9.0,3.0,0.228,0.293,0.307,0.6,0.265,45.5,-0.32,2018,C,1993-03-18,5100,26
231,김재현,-0.45,84,93,89,22,19,4,0,0,23,5,12,5,0,0.0,0.0,18.0,2.0,4.0,0.0,0.213,0.214,0.258,0.472,0.212,21.1,-0.45,2012,RF,1987-11-07,3200,26
232,김재현,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0.0,0.0,11.0,1.0,2.0,0.0,0.171,0.261,0.171,0.4320000000000001,0.213,9.2,-0.43,2015,SS,1991-08-30,4000,25
233,김재현,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1.0,0.0,14.0,1.0,2.0,0.0,0.181,0.263,0.208,0.471,0.231,14.9,-0.31,2016,C,1993-03-18,7000,24
234,김재현,1.79,111,328,267,41,77,17,0,10,124,48,7,5,51,3.0,2.0,42.0,10.0,4.0,3.0,0.28800000000000003,0.404,0.464,0.8690000000000001,0.391,132.8,1.79,2010,DH,1975-10-02,50000,36
235,김재현,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1.0,0.0,6.0,0.0,0.0,0.0,0.105,0.15,0.211,0.361,0.16399999999999998,-20.3,-0.18,2015,CF,1987-11-07,4000,29
236,김재현,0.28,33,42,36,12,10,2,1,0,14,6,11,2,4,0.0,0.0,8.0,1.0,1.0,1.0,0.278,0.342,0.389,0.73,0.332,93.3,0.28,2013,RF,1987-11-07,4000,27
237,김재현,0.33,53,77,65,19,18,1,1,1,24,5,7,1,9,3.0,0.0,17.0,0.0,0.0,0.0,0.277,0.39,0.369,0.759,0.353,102.6,0.33,2018,LF,1987-11-07,5100,32
238,김재현,-0.12,59,71,65,7,17,3,0,1,23,6,0,0,2,1.0,0.0,15.0,1.0,2.0,1.0,,,,,,,-0.12,2015,C,1993-03-18,4000,23
239,김재현,0.13,83,49,42,29,12,2,1,0,16,2,13,6,4,0.0,0.0,11.0,0.0,3.0,0.0,0.28600000000000003,0.348,0.381,0.7290000000000001,0.32,93.9,0.13,2019,CF,1987-11-07,5600,33
240,김재현,-0.03,60,28,25,12,5,1,0,0,6,6,8,1,0,2.0,0.0,10.0,0.0,0.0,1.0,,,,,,,-0.03,2014,CF,1987-11-07,4000,28
241,김재호,0.1,84,200,177,23,38,2,2,0,44,11,3,3,16,2.0,0.0,31.0,5.0,5.0,0.0,0.215,0.287,0.249,0.536,0.258,53.5,0.1,2012,SS,1985-03-21,7000,28
242,김재호,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3.0,0.0,42.0,18.0,14.0,7.0,0.307,0.386,0.402,0.789,0.354,105.3,3.64,2015,SS,1985-03-21,41000,31
243,김재호,2.0,91,286,248,42,78,10,3,1,97,32,9,6,26,0.0,0.0,24.0,7.0,10.0,2.0,0.315,0.377,0.391,0.768,0.35200000000000004,106.8,2.0,2013,SS,1985-03-21,11700,29
244,김재호,2.89,130,470,377,51,101,22,0,4,135,48,3,3,67,7.0,3.0,58.0,10.0,8.0,11.0,0.268,0.379,0.358,0.737,0.342,108.2,2.89,2019,SS,1985-03-21,65000,35
245,김재호,3.79,131,467,402,78,125,20,0,16,193,75,6,2,52,4.0,1.0,77.0,12.0,3.0,6.0,0.311,0.39,0.48,0.87,0.379,124.5,3.79,2018,SS,1985-03-21,65000,34
246,김재호,0.66,122,421,341,50,86,14,1,3,111,54,2,8,54,2.0,0.0,59.0,14.0,13.0,11.0,0.252,0.348,0.326,0.674,0.31,71.7,0.66,2014,SS,1985-03-21,41000,30
247,김재호,2.17,91,331,283,34,83,18,1,7,124,50,7,1,36,3.0,1.0,52.0,6.0,2.0,7.0,0.293,0.371,0.438,0.809,0.358,111.2,2.17,2017,SS,1985-03-21,65000,33
248,김재호,-0.31,57,122,109,6,20,5,1,0,27,9,1,1,7,2.0,0.0,15.0,4.0,2.0,2.0,0.183,0.242,0.248,0.489,0.232,29.0,-0.31,2011,SS,1985-03-21,5700,27
249,김재호,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5.0,1.0,52.0,8.0,5.0,13.0,0.31,0.389,0.44,0.8290000000000001,0.374,110.5,3.24,2016,SS,1985-03-21,65000,32
250,김재호,0.36,83,102,85,11,19,3,1,0,24,8,5,1,14,1.0,0.0,15.0,3.0,2.0,0.0,0.224,0.34,0.282,0.622,0.301,72.3,0.36,2010,SS,1985-03-21,5200,26
251,김재환,7.46,144,636,544,110,185,34,2,35,328,115,4,1,81,7.0,10.0,123.0,8.0,0.0,4.0,0.34,0.429,0.603,1.032,0.44,170.9,7.46,2017,LF,1988-09-22,47000,30
252,김재환,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5.0,5.0,113.0,7.0,0.0,11.0,0.28300000000000003,0.363,0.435,0.7979999999999999,0.362,123.5,3.52,2019,LF,1988-09-22,65000,32
253,김재환,6.94,139,602,527,104,176,36,1,44,346,133,2,0,59,9.0,4.0,134.0,6.0,0.0,7.0,0.334,0.405,0.657,1.062,0.438,168.8,6.94,2018,LF,1988-09-22,47000,31
254,김재환,-0.27,30,56,54,4,10,3,0,2,19,8,1,1,1,1.0,0.0,14.0,2.0,0.0,0.0,0.185,0.214,0.35200000000000004,0.5660000000000001,0.258,46.7,-0.27,2011,DH,1988-09-22,2600,24
255,김재환,0.81,52,96,85,12,26,6,0,3,41,13,1,0,11,0.0,1.0,12.0,3.0,0.0,0.0,0.306,0.385,0.482,0.868,0.386,127.2,0.81,2014,C,1988-09-22,5000,27
